ind,epsilon,w_I,wA,w_v,w
55,0.9198906974181824,0.006432920411832946,0.006374462549094307,0.002569137393495235,0.008319298894572802
56,0.6733987870227086,0.007115284624773248,0.007932840716490983,0.007954317024468615,0.003761401240421608
57,0.7927872775860838,0.0031785498551985605,0.008103400112913321,0.005567038594780053,0.004411974590208478
58,0.7347816526440584,0.006455461496565772,0.008322028224117933,0.006211312766653002,0.005840360959159857
59,0.8265896800240337,0.00668563221859529,0.00557733472648363,0.005182362749028587,0.00827232119212481
60,0.30208782191055517,0.0017278216141629838,0.0032695275223246145,0.005855128732018867,0.007040571909933271
61,0.6066930009901579,0.004169481300198617,0.006435892832375724,0.0033588327428759426,0.0038195106280552783
62,0.753380356843732,0.002359729783539471,0.008073827229639194,0.0073446843995602605,0.002923046011327597
63,0.5200115521981585,0.007270711075763606,0.005915396637985228,0.0026149395593252737,0.0034680691345129054
64,0.46414513540165137,0.008013207874851382,0.003327672645909532,0.004184930074598018,0.007915727803214076
65,0.6107747499501103,0.003116974986435347,0.005564678421293158,0.0029500508220353834,0.003535923087504976
66,0.2778782729843707,0.005609524058081662,0.008143437562909127,0.0021067035665101553,0.006471234437153582
67,0.3510607564517889,0.0030841415594637174,0.007368911493178754,0.006027782363289599,0.002926396744005089
68,0.5891418803237605,0.006647384994322556,0.008087070961089788,0.007629204312189226,0.004621729787401158
69,0.0034621275691463964,0.005979848461322105,0.004343971558808549,0.0056082973648872835,0.006722699426368278
70,0.9962592117178473,0.004714965713709299,0.005488461866105274,0.002747180838892616,0.0063938624786515925
71,0.5400663123617272,0.00171624982885918,0.0028189449534838074,0.00543755255097363,0.005586839946369389
72,0.44166363535674835,0.0021940242109131005,0.006166755239307515,0.003774183455040605,0.006509372715987541
73,0.7382335852732724,0.0035883680603370715,0.006744536805564794,0.007811502026184766,0.00545624601990092
74,0.06927128540064414,0.0052716556341139975,0.005902865622180361,0.005780755204368946,0.005780196954989067
75,0.9183050053102065,0.002059773948047244,0.003672049223257197,0.004083267549947671,0.0038759220388719026
76,0.26475245054136703,0.0078123747183952985,0.0074770930329168695,0.003557062474980325,0.004163608972664162
77,0.9851386124995776,0.006601418234712863,0.004428945278665184,0.005233010705942147,0.0067712025366034635
78,0.990932465552496,0.005391327740310958,0.0031445364895425322,0.004372248258602371,0.005912779612922751
79,0.7431780571698968,0.002018466112551925,0.0066846505885989685,0.0033337718201562044,0.00580276964778228
80,0.509564444381704,0.0032794555969137824,0.006477863765172015,0.0063133452485638845,0.005280744035890716
81,0.2997189781633292,0.00479182198478813,0.003312548714513742,0.0063402955246254725,0.005553277844376713
82,0.9096361276174126,0.0019849122557655677,0.007698379704466286,0.006383234290822569,0.0035506624338886993
83,0.1193579052227034,0.0020677137953799512,0.006130415232715925,0.00822483878504556,0.005016346979159097
84,0.9689800999916026,0.0029225273171274574,0.006427150553058072,0.005884408674217877,0.007700885081123868
85,0.19037011690134148,0.0026235040221038444,0.005469916502819224,0.003516187582247282,0.00636134606153857
86,0.8971917765585232,0.004662229601634467,0.004927523048102216,0.004920181826065251,0.005353319248575294
87,0.36153387761948347,0.004817511349126561,0.007165781666873407,0.007139134381916611,0.003405412797907921
88,0.9772643435070778,0.007171568198972592,0.008276104249636795,0.003512005409311971,0.005103427281160949
89,0.6851668963515013,0.006260192953515091,0.007539066106325888,0.006248523796926234,0.004980239261365253
90,0.3100636444079226,0.0077943969892155605,0.0030876484511133044,0.003723413437197882,0.004252174212074667
91,0.7064906633562865,0.006298139310411944,0.0035288478140102263,0.004595216504211372,0.004130325592871585
92,0.06144672584197843,0.004396593795745824,0.003802727781314818,0.0013912769246056734,0.0044243679574277744
93,0.4773434521893091,0.003901976905627869,0.006976496433866556,0.007958426302971689,0.005047624897956843
94,0.1604164805710548,0.004113669166596477,0.003555077364823153,0.00826365430149274,0.0029471500483078074
95,0.896881240831194,0.006822977042172357,0.00618941271528472,0.006522785558997737,0.007010301466514633
96,0.4826791108755885,0.006938651027790448,0.004915892710955777,0.003239649135193712,0.0038102048097731797
97,0.5214202353682817,0.0062699171956314345,0.008220742249444083,0.00518956190248294,0.008112630387453981
98,0.9566961076930446,0.003521044528058406,0.007577985696744002,0.0026328432170311953,0.007025482616444207
99,0.9046915117167424,0.007293491762867933,0.008293226433684521,0.007451424188996613,0.002761543946733215
100,0.4286696377755107,0.004763250839141883,0.00792231809678347,0.004974382266533777,0.0029128952891017404
101,0.40657177650187404,0.007055310018141359,0.00622379373143332,0.0064367435392913164,0.004626668748780476
102,0.018310379134111748,0.007854993395210771,0.00411140348098094,0.0044843223086353965,0.007413783003157741
103,0.39653837243788,0.008110184203558853,0.007274445853318781,0.0065126467992859625,0.007812513733002138
104,0.6541705994395635,0.0028846183920746803,0.004241299581651109,0.006035392512720603,0.006795254503339823
105,0.4487015339622355,0.006886672181784183,0.006447961393368127,0.004704870612542671,0.005451701510861985
106,0.38567854235532517,0.007423163507946525,0.00712271546268799,0.0067001273288005685,0.008093587781489699
107,0.5635919836728581,0.008172577231051626,0.006660290347608635,0.003987110100116447,0.003622455836191151
108,0.8825595149752128,0.00685536185758427,0.003345941616082719,0.007132710939070839,0.004154347278913869
109,0.11674971343537312,0.008050544834081252,0.006250950936176302,0.00529783405616438,0.005503683655844531
110,0.7326807352287553,0.006385348161905528,0.003273099736178951,0.003652096924878381,0.007655523998709829
111,0.5834208488905225,0.0077052273513622,0.006489355078536591,0.002754573140598577,0.007737591869290598
112,0.6428296599079752,0.002718922468276075,0.0042177606958955696,0.00555837571048186,0.006580728529483261
113,0.8354241258809757,0.007084530553045148,0.0075258687308100616,0.004874149498971554,0.006226166559776068
114,0.30634900106516905,0.003723735841091133,0.003034562457781638,0.006601815320757872,0.005277857570624786
115,0.9452761557459629,0.007438042927899104,0.005815185770307681,0.0014771173488904341,0.007304479891335516
116,0.27116254551417385,0.004300861720610149,0.006701468708131021,0.005619323874891644,0.005938438613907563
117,0.8191208381977702,0.0064098450776899785,0.003502125392089204,0.005335367156307136,0.005962069364023717
118,0.21805854867237953,0.003527570487607275,0.005896554868105714,0.004584838545077324,0.006470065477847956
119,0.08868740497382656,0.003866485848954578,0.005267478866260654,0.003452741309002423,0.008310228647851886
120,0.05284067671029073,0.007299765872332137,0.004856490246554516,0.002491253509896577,0.005330403581273936
121,0.2553589155230514,0.003979870456025725,0.003564968436628113,0.008290701265767732,0.007521597027680357
122,0.38961036710531605,0.004830638011407673,0.004890269064954034,0.0058446655398819505,0.007222273422574912
123,0.015223484939949102,0.0016142709199393705,0.005145112759562436,0.007914569983912873,0.0039164545260555435
124,0.15926247518944098,0.005855900162767545,0.007709676587519473,0.0023918703449605345,0.005265010795385119
125,0.37422288120813674,0.0018159484266788884,0.004956767656205603,0.006873460152203883,0.004123120150543473
126,0.6692442948127049,0.007159559482447982,0.006733906397313132,0.002208076747128234,0.004745301611439843
127,0.5065879944417209,0.006968623442379815,0.007537616123508194,0.0032711330012217665,0.008264415986897974
128,0.9734220305730671,0.005125756604153869,0.006238898768968205,0.0037594820646210834,0.0029890419305560567
129,0.7246581816634179,0.004127361643981802,0.005846196072643146,0.008090279182658923,0.005532405193371375
130,0.7905639547944823,0.006446761516029638,0.007418899550386349,0.001992762247122236,0.006510593837697705
131,0.3945845706379264,0.00505926453954636,0.005012715666797326,0.00807738279721713,0.005290017271697212
132,0.5852370087350713,0.006129569209956023,0.004198464189092712,0.004748070806990965,0.004027188925897483
133,0.5291437580663929,0.00483485145041504,0.002788947551624708,0.0070878744939403306,0.007726145871202043
134,0.6637202066320366,0.007428965304775386,0.007104052011443093,0.002395879961112856,0.00659753000834692
135,0.8065500165815586,0.00401281187106489,0.007608129622589719,0.0029516191099588293,0.0060431705526490295
136,0.2085056132574552,0.005452154949141613,0.006290401388114212,0.007943960538890767,0.005178747981700759
137,0.7198475277264179,0.00749971027708499,0.007348390269613984,0.0038620779025890437,0.0071261160979511195
138,0.2861864152808721,0.006909314818190912,0.008128676487892054,0.005733729839900607,0.006116363855207123
139,0.7485307897787244,0.002312234490417989,0.007945919646438452,0.003344633081970153,0.0034420959112751353
140,0.05566264527981486,0.002576140785924201,0.004785880487226569,0.002901454924157541,0.007234180772762897
141,0.810283217047367,0.00407550613482173,0.006314305432669488,0.0055961369639349265,0.003063541541300583
142,0.03519195985545368,0.0069661099598693765,0.007300102775795144,0.007050529904955853,0.008075854657997285
143,0.3262641257504649,0.007693528679865119,0.0029305255018842865,0.0015870006616933582,0.006214329340247551
144,0.20748401721087145,0.008027925145280213,0.007070416351310883,0.00704055780797791,0.007258571330641295
145,0.051085426464533006,0.004008255347650172,0.003199511173384673,0.008252226609804332,0.00788619562861202
146,0.775008063977092,0.005628777702705189,0.006883093120538829,0.005006831184377619,0.006128354739471403
147,0.6440179004780171,0.007015358342288978,0.003192881258841559,0.002343334482753054,0.0031114756073230207
148,0.2601361396383036,0.0037550942451745786,0.005884828790449279,0.0038851998406211658,0.003136988712729524
149,0.20975864787816997,0.004358663418163901,0.007908756906253585,0.008132100775007204,0.0033838378606704357
150,0.5980093460662854,0.005470592406754519,0.0027986286511821686,0.0035940260282343517,0.0042401661909634136
151,0.10370109578757196,0.002001153178779702,0.007773113565382595,0.004556133521814963,0.0031811590426053674
152,0.4087152258581573,0.008147345977276706,0.004145842061757107,0.006362413046901834,0.0042318079848576206
153,0.24608500199427394,0.006582691998413926,0.006788692759684373,0.0034638032901157436,0.007614998739210007
154,0.5363432045591197,0.0028498502011133613,0.006918451764146877,0.005345408101544607,0.004933065892940543
155,0.16578722160395137,0.005411827507535416,0.007598071506243448,0.0021731436241754893,0.00625748619888744
156,0.13963573768307644,0.007200270737081765,0.006439582621866377,0.002194898173955336,0.006542274089174733
157,0.07170103168215858,0.007766463164673965,0.004202773153133865,0.006975996805191471,0.00414481808096184
158,0.6807490194785241,0.0030696322439997927,0.0028508229714352463,0.0020924608840730673,0.005899942031535925
159,0.6360515276859721,0.007383755894207623,0.007828318338745432,0.0031045711305522495,0.006781648191499651
160,0.2331579225361717,0.00768686011894824,0.0035394078938864345,0.004629140860422529,0.007334503449136327
161,0.9572034392573789,0.006255257025653188,0.0032146494033276135,0.005603156138395135,0.004570855171678587
162,0.008046206958833334,0.0035364473525540275,0.0029430289823787702,0.0025500639938544614,0.004512511500770904
163,0.03449888648969237,0.003155958846940493,0.007798390950018377,0.00267829922541735,0.0028519951972240084
164,0.4783433144190002,0.0071825832112696435,0.008018727029139467,0.00831040905699429,0.003711223924776661
165,0.7866884247069488,0.0075419691947759444,0.007405752424762584,0.005586228834974094,0.0077944388498375145
166,0.6007488414996452,0.007941571750822815,0.004398168826492596,0.003675712401907938,0.006495097042285987
167,0.7502759138900291,0.0038308028419746444,0.003179202445198873,0.0018170486240020381,0.002762712804228264
168,0.5428465890655872,0.0034394445673843256,0.005765684257583814,0.001699377943338438,0.0028800098836035052
169,0.6213347932399256,0.0017871260482789151,0.005660818124399508,0.005575045919541022,0.0038148404518347154
170,0.44404384252781953,0.003493633060452055,0.004249789403533575,0.0015598473583964736,0.004733323617136243
171,0.04483287987608259,0.0068950022330163,0.002914298535390658,0.0036705846721517663,0.008092357309168633
172,0.6239585840001995,0.00534199873705191,0.0036061446780433016,0.005727793649623338,0.0051463491013204665
173,0.7450239997363834,0.001562221665655033,0.007882713283112219,0.0024842760444010337,0.005973900321261028
174,0.3573368002329255,0.0038150816346870895,0.005460765183950276,0.007856865927272291,0.003152685068341573
175,0.8679117108949858,0.004678629698961167,0.005004380753926906,0.0020940912011140553,0.00724918089307694
176,0.11518648140775249,0.006374295860734158,0.0057403820761509385,0.0029274160394791473,0.006709065144719343
177,0.3866248621966893,0.007591153739900118,0.004932826921832197,0.004437825235292681,0.005370179428997296
178,0.8817903649984647,0.005372157082521289,0.006011939195833092,0.005176037953650648,0.005055740270439448
179,0.2956292431767575,0.006473429669520357,0.005442503675759124,0.006476553259150529,0.004072604261931737
180,0.5970825179938349,0.005263746056090101,0.008068111633273345,0.004244386791991694,0.007858682916418593
181,0.9803301489859162,0.0033039675001521806,0.0035371052272957356,0.006221187015208103,0.0059244668390133134
182,0.8408833833571376,0.006517632439974939,0.005452411811047995,0.0015364825615157673,0.0028180431814038252
183,0.9326868040783006,0.005538170860451384,0.004846450282614128,0.0076543549305869065,0.004003645348620182
184,0.3117717219364153,0.003358425198069586,0.0029365315836346597,0.008123708702490491,0.0033483651659122872
185,0.7709397368751307,0.003637811315896644,0.005522783601384248,0.0021594146225276875,0.008238703416129683
186,0.8494442202572362,0.0043112573160197475,0.003981619871600031,0.006958288854132851,0.006645156271955235
187,0.09206982062568805,0.004757868435337524,0.006276499313511039,0.003567967807290004,0.003528011939013122
188,0.24572955879904476,0.0022603940153342475,0.005810203256490591,0.00649897498812581,0.00635602897548447
189,0.03273079109703522,0.0017970419071016072,0.0031289962187234,0.005387238224176125,0.0035752941248238393
190,0.7140920893680106,0.0019684220523612252,0.005302123013909667,0.004756044155258326,0.007835886494776019
191,0.010884790859630464,0.001896795408284581,0.003605462016221398,0.0028813202214869873,0.00562122532398518
192,0.14069950445561083,0.005175325524445714,0.004775276895983215,0.005001869661098876,0.003351595801613198
193,0.860919706590436,0.004503077575104948,0.006113034777056487,0.0037055403746779716,0.0035557594013612597
194,0.7188521404648679,0.0031419097000747022,0.006527564939685107,0.0021356223640006987,0.0030006992027986996
195,0.6327808869598384,0.006721535361060108,0.00789136427344925,0.00312439878646552,0.00648841857547877
196,0.8284422812667488,0.007837875938465971,0.006271371572694935,0.005376960827355833,0.007159511505261798
197,0.5726615087773763,0.003341908495834804,0.00757639494530867,0.00817173518130763,0.0056608946506375235
198,0.03847723724958372,0.00410560784531302,0.004705067600483905,0.002442153127865814,0.007805698259463778
199,0.6117560514158454,0.008037429116550006,0.008034467482342515,0.006672007806529082,0.006248208074242885
200,0.35621252439589823,0.005861830215421174,0.006123867501435369,0.005077168857906616,0.00423424902800318
201,0.05745102563500437,0.002222204702255176,0.003809621600601895,0.0014376001516907798,0.007019881031542274
202,0.8025536403864142,0.00679855825750238,0.005315907266069274,0.005273024256405252,0.0028448848590613357
203,0.6676961431087926,0.005374786488547615,0.007550380874811281,0.007526554902654067,0.00331379526979909
204,0.8348009452799123,0.0022843178760308283,0.006977778507472342,0.007927833877445405,0.005299123784885283
205,0.6288258568292711,0.003497033862632542,0.007688402312465887,0.007669862525977971,0.0057164101280186876
206,0.49819312058504595,0.0018534834496385165,0.004805255335778402,0.00727680248038899,0.007635203249662008
207,0.21341413158176342,0.00381293624342761,0.002946278825527819,0.008302819342594983,0.008133628334830712
208,0.7804799444843603,0.006345902153433341,0.006280097633515738,0.004641673175005934,0.006391256829251742
209,0.6915248231371263,0.0015124798662312687,0.006809485399878702,0.007154345355684237,0.005349109019115987
210,0.8164459897479038,0.003181305456579524,0.004467168929222168,0.007932811224709343,0.00543291360009499
211,0.21670300603405673,0.007777474154187575,0.005835534618503956,0.004122539570969767,0.006296240765604059
212,0.06734007163131427,0.0016831774945649301,0.0037160771387449065,0.004742148409372592,0.006753142568212636
213,0.554757118873293,0.003118892499628786,0.004610798450165327,0.0018464033895260663,0.007197481121768921
214,0.46394208752985,0.006815484920534624,0.004262345210272654,0.005758916069471825,0.007184089546933875
215,0.19668392800335066,0.007934390216371693,0.0071954543928366005,0.0018101178238356754,0.0031663223283563513
216,0.7368744005346088,0.0018817018922087712,0.003734882470385473,0.0045914500582242175,0.007079404510272534
217,0.747819175579743,0.007077790701009673,0.004367289432539392,0.00776273040413257,0.0037566156113730837
218,0.395821834136284,0.007088329043269571,0.005642271600007737,0.006019811971175711,0.006852227074200838
219,0.14561304233454472,0.006594260076912229,0.007488218869032424,0.004012723962229086,0.004219703799153363
220,0.5132125744993495,0.003991151609548316,0.005079701735206405,0.0030639531893852066,0.004795464397502006
221,0.2129729659997179,0.008060035918973004,0.007382002180161889,0.005521828811614383,0.00805987314728869
222,0.06670036082936588,0.0037866798515940646,0.007666525110836901,0.007256023579203904,0.0050865926085995545
223,0.7379123991311413,0.004061148014815776,0.0038745024209889947,0.0017074897957524537,0.007569666951611106
224,0.17839079722935272,0.008326840834130494,0.007705098919998174,0.001441049226565303,0.006220185354014344
225,0.633580984889544,0.003478325184514868,0.0034030191497747037,0.008217565069215164,0.005417289597831273
226,0.5234626634413638,0.005490975430604622,0.0031270796084679918,0.0015383211575156494,0.006138833095805405
227,0.9121637031997529,0.004400231220951487,0.004667757844913011,0.0035239603949651825,0.007356973128281595
228,0.7514719465750769,0.007224996855480829,0.008014233896227293,0.007233207050953091,0.005543278476057429
229,0.6564965279130639,0.0032549178791378714,0.00477078440084884,0.0025019365718284576,0.005939342255037476
230,0.2269450026949342,0.007373954864628716,0.007504803424480455,0.004663541787267453,0.004474143200266881
231,0.06820016547048524,0.005566616391401944,0.005590499974345143,0.004087551905263813,0.004174496314577785
232,0.09611785428566366,0.0016854346725482235,0.007224456863158483,0.002062727405992073,0.006876780275288576
233,0.10279894695490421,0.004749859585197869,0.00356817736533096,0.0032143067928645207,0.006996542910535526
234,0.7660357439448616,0.0026687737413232087,0.005635820734591162,0.005872717570122478,0.007371947409613934
235,0.3432021806751086,0.003945847863639343,0.0056089842282071485,0.0033054234852577117,0.005344894132994148
236,0.7040072482866712,0.002516701183120926,0.00815429622661135,0.004882312468434633,0.004561990654043608
237,0.9248786709195622,0.007971730349556646,0.007461979813008609,0.003989969580089922,0.006625958864195359
238,0.8229629401331646,0.0035341479615041953,0.0045364295743668594,0.003930139475309376,0.004804142723891938
239,0.059887739611348446,0.004052157880476357,0.005478884232548962,0.006646676428622969,0.003012426141202762
240,0.6505312898014678,0.0014452814502627462,0.004389556733525017,0.0034510550257571037,0.006533914597856682
241,0.9402131467652282,0.005213286187703367,0.005952808410995712,0.003834966251885151,0.007377631528434067
242,0.1660938991534925,0.005117345712359549,0.005308908962109267,0.007380079419326469,0.006871276665312266
243,0.1070404938866289,0.0030243294676832073,0.006216428503303879,0.0021217568355835835,0.005113368512021958
244,0.5963754221942668,0.0013849176092103077,0.003082314727373277,0.0029184530590164663,0.005821899946196331
245,0.9379944603297723,0.006084394557347496,0.005620958168880485,0.0033638236360021235,0.007528856400095685
246,0.9438701133447456,0.002790369568713168,0.0028653184172530237,0.004291679460546112,0.005127125538453478
247,0.023093989252190816,0.0033919256496103872,0.0040803468011218905,0.007845623922612165,0.008148305881000736
248,0.30967414048144043,0.0030113319415334266,0.005717141246290925,0.00663200808690006,0.0032050113544418997
249,0.08540585160457531,0.0027816364335418644,0.007019782062269818,0.0016504921515741848,0.005859756561043318
250,0.7621779849517062,0.006145470637059544,0.006099919901512366,0.002481284419691269,0.00494458531506836
251,0.35958709351802576,0.006154799637741064,0.004350007485936953,0.0028525566040739333,0.005648500134971466
252,0.3910421405234541,0.00802124995014617,0.008272166669707681,0.0015668165798270435,0.008327840844900692
253,0.19107699044248333,0.004211545767799035,0.005287931171987878,0.0037362375933860086,0.007985774039133368
254,0.14359224665831286,0.005306293558427893,0.0034268937622484656,0.007495536865667835,0.0030881344154644035
255,0.02295912048466514,0.004260148791048839,0.0030990112484001867,0.006082295449883365,0.004094018139070709
256,0.3701310630323878,0.005403668895996408,0.007489449640236937,0.004334036908449011,0.004100440538934903
257,0.8691652252740202,0.0033153974165601114,0.004036393756091296,0.008234887491836046,0.007580490670943487
258,0.10139053729419219,0.005046375938730915,0.006208964547500079,0.0025074186068243854,0.005427046853505687
259,0.34025206112891526,0.002525717646747104,0.006939084592395511,0.003440144161643847,0.0028369249448696866
260,0.09434120309579679,0.003403598971066651,0.0036760663387115267,0.0036087509272906743,0.003850835915804077
261,0.675021191951732,0.003681675584637538,0.0040086929783198855,0.0063150145104063846,0.004885034130260793
262,0.033805944957312095,0.005142477345777689,0.003779697065131212,0.0030476804782000053,0.007140168157731541
263,0.47140211015493055,0.002449574814495799,0.0034087290252053683,0.0077226258600320945,0.003481670028559574
264,0.11429088556952723,0.0020367015232992977,0.007131770598002065,0.00681769190307948,0.006076111711001751
265,0.9269970944177339,0.002948518037034437,0.0031143431622497326,0.007188772811834847,0.003340787969945687
266,0.26295992832704757,0.0081802443710842,0.00647143450484263,0.001660343932035352,0.006093476056908397
267,0.3298101569314363,0.002487432902128328,0.007649553987677027,0.004890428775842276,0.005602303879371138
268,0.3754552288197073,0.002868360803561472,0.007743258670827447,0.002350795377155248,0.004816145528775672
269,0.5806037140711985,0.006830922493086979,0.0075713354489259106,0.006798351715579408,0.008118929897736165
270,0.771770347758765,0.006656608711569844,0.005530358806040199,0.003646449386809878,0.0038276086609959413
271,0.3032852195123474,0.0032471411164655263,0.0038779895702560517,0.0068041783035451275,0.005064261678309898
272,0.723109771337678,0.006930686251018708,0.0036405484728559987,0.005194310633578914,0.008031954823991685
273,0.5483748880750281,0.006863225148322933,0.0032203253972114725,0.00567653966466658,0.006937916929502183
274,0.48152268728536407,0.006320688772460467,0.005113339795362597,0.005940505925316451,0.007246607652238003
275,0.5593037461131731,0.00800462761067029,0.006499748129543853,0.00440019969629716,0.003360721782552021
276,0.8291397588047503,0.006400192490595705,0.00815581371847232,0.004349985067172548,0.007065014517019073
277,0.9534068911764928,0.0029327244771623004,0.0034666540110594737,0.0015473398027539948,0.008038353564876222
278,0.2534685376735968,0.006736962576066359,0.00659288565972241,0.00510154765374063,0.004078352001655233
279,0.9069807095706122,0.005070503383061516,0.00610420285057934,0.0018085132647405913,0.0031236729340727845
280,0.5521358436470157,0.0067507783227193415,0.007243080091625054,0.0017758771476613804,0.007825359270131714
281,0.5027736582939363,0.006480702216352337,0.003328181047268167,0.004212468323283727,0.005576389982261051
282,0.5575228397836113,0.0025551889788739584,0.00803039080410625,0.0017262844251872426,0.0073179247518219085
283,0.45412069287408924,0.003608734546074501,0.004118503709194409,0.006681837088137521,0.0038393213641454487
284,0.8454470061919279,0.005882975847228541,0.00684806694002176,0.008071309673112943,0.003253859088470027
285,0.6475546057212365,0.007476341126693025,0.008115644051514484,0.005035947420200573,0.008203186658383474
286,0.519485996932376,0.007008367486864566,0.0034909869432517625,0.005970074517701514,0.0037405004131327232
287,0.6510094676321678,0.005001480216881873,0.006674136530838242,0.006187924110982472,0.004828648644216527
288,0.3974831164287071,0.00831621193962389,0.004032349300260797,0.008281026647229378,0.003248165927391793
289,0.4439527735453446,0.002863871781334727,0.007764479280854329,0.008244423444867461,0.005329300862956503
290,0.26557205189401334,0.007029898002443686,0.0030586011871164198,0.007631398986232812,0.005691037526596522
291,0.045319538565489655,0.004329565009105564,0.00767953399508374,0.005267640216741046,0.008280348967191637
